,0
3313,METTL7A
3314,XRCC2
3315,STAT4
3316,ZNF830
3317,LMAN2L
3318,PRSS3
3319,GRAP2
3320,KRT2
3321,FZD6
3322,KRT6B
3323,KRT76
3324,DUX4L2
3325,GOT2
3326,TTLL1
3327,GBP1
3328,SCFD1
3329,TOPBP1
3330,ATIC
3331,MYBBP1A
3332,LAMA3
3333,RAD17
3334,TGFBR1
3335,KRT14
3336,KRT12
3337,AXIN2
3338,TPGS2
3339,HSPA1L
3340,EBF1
3341,KRT19
3342,HDAC7
3343,GPC5
3344,KRT6A
3345,NUMB
3346,HOXB1
3347,LCE1F
3348,TCEB3C
3349,NXT1
3350,SEC22A
3351,NELFCD
3352,LCE2C
3353,XAGE1B
3354,SND1
3355,IL4
3356,GBP4
3357,NCK2
3358,AP3S1
3359,ACOT4
3360,KRT86
3361,PRCP
3362,GBP6
3363,WTIP
3364,RAD51B
3365,KRT33B
3366,PRKAR1B
3367,KRT28
3368,NOP2
3369,PAPSS1
3370,LCE2D
3371,HLA-DOB
3372,SAP30L
3373,KRT79
3374,GBP7
3375,GPC4
3376,KRT78
3377,KRT10
3378,MAML1
3379,TNFSF11
3380,MAGEA1
3381,MEIS1
3382,PKLR
3383,CASP14
3384,ANGPTL4
3385,TRAK1
3386,CLIC2
3387,LCE3B
3388,TPGS1
3389,KRT9
3390,CTDP1
3391,KRT5
3392,CLIC4
3393,MYH9
3394,SUDS3
3395,KRT17
3396,DCN
3397,MAGT1
3398,NELFE
3399,KRT40
3400,KRT24
3401,FKBP6
3402,LMNA
3403,DHH
3404,KRT31
3405,EGR2
3406,KRT33A
3407,TNFAIP6
3408,HAO2
3409,KRT1
3410,CRAT
3411,EPHX2
3412,AQP8
3413,PAOX
3414,MGST1
3415,PARP2
3416,KRT6C
3417,KRT77
3418,HIST2H3A
3419,LCE1D
3420,AGTRAP
3421,LMAN2
3422,MAML2
3423,KRT84
3424,KRT81
3425,TCEB3B
3426,TCEB3
3427,KRT35
3428,KRT25
3429,KRT16
3430,FADD
3431,KRT13
3432,HACL1
3433,TNFSF13B
3434,TNFSF14
3435,LIMD1
3436,DUX4L3
3437,CTCF
3438,DDX56
3439,ZNRD1
3440,LCE4A
3441,ACTR1B
3442,KRT7
3443,KRT74
3444,KRT15
3445,KRT85
3446,COX6C
3447,UBTF
3448,LRP6
3449,MAP2K3
3450,NOTCH2
3451,CD63
3452,TAF2
3453,RELB
3454,YPEL5
3455,HAO1
3456,HUS1
3457,SPAG16
3458,ATP5E
3459,REL
3460,PECR
3461,KRT72
3462,MAML3
3463,P4HA2
3464,GP1BA
3465,LAMP2
3466,UIMC1
3467,ENTPD8
3468,GPC6
3469,ECH1
3470,TAF9
3471,RAD1
3472,CYP3A5
3473,RRM1
3474,SMC4
3475,HSCB
3476,KRT34
3477,KRT37
3478,SEC23IP
3479,AGGF1
3480,LCE3C
3481,DDO
3482,CTBP1
3483,KRT73
3484,KRT38
3485,TYW3
3486,FAM131B
3487,MPRIP
3488,SNX2
3489,GTF3A
3490,ZNF217
3491,C18orf32
3492,DDX21
3493,ZC3HAV1
3494,RILP
3495,LEPREL1
3496,KRT82
3497,USH1C
3498,BRIX1
3499,CNKSR1
3500,CBX3
3501,LRMP
3502,HMGB1
3503,KRT27
3504,IRAK1
3505,PAPD7
3506,LCE1C
3507,CYP1A2
3508,HIST2H3C
3509,KRT36
3510,KRT3
3511,AP4B1
3512,MYL9
3513,KRT23
3514,LTA
3515,BAZ1B
3516,DNAJC13
3517,SNAPIN
3518,MEIG1
3519,KDM7A
3520,EEF1G
3521,LCE1B
3522,APOBEC3B
3523,PLIN1
3524,CNKSR2
3525,ACOT8
3526,PLOD3
3527,APOBEC1
3528,SPRED2
3529,AKR1C3
3530,TERF1
3531,OTC
3532,MAMLD1
3533,PIGR
3534,TYMS
3535,CLCN6
3536,LAMP1
3537,EGLN1
3538,WNT8B
3539,P4HA3
3540,AQP12A
3541,TCEAL7
3542,XAGE3
3543,HDAC6
3544,PIK3CG
3545,SMARCE1
3546,MYL2
3547,LTBR
3548,HIST2H3D
3549,FLG2
3550,A1CF
3551,FAM175A
3552,CD28
3553,FGFR2
3554,CROT
3555,COX7C
3556,SPRED3
3557,CSTB
3558,LCE3D
3559,CLCA4
3560,DECR2
3561,LCE1A
3562,TCEAL6
3563,LEPREL2
3564,GPC2
3565,PLOD1
3566,CD3EAP
3567,ENTPD1
3568,BRI3
3569,ESYT3
3570,LTB
3571,TERF2
3572,PLOD2
3573,HCFC1
3574,NCLN
3575,ABCE1
3576,RRS1
3577,CRTAP
3578,GSTK1
3579,TINF2
3580,APOBEC3C
3581,LARS
3582,KIAA1549
3583,AMACR
3584,ATP5O
3585,CPNE1
3586,MUS81
3587,WNT8A
3588,AK6
3589,EDA
3590,CCND2
3591,WNT11
3592,LCE3E
3593,MTO1
3594,EGLN3
3595,DDX10
3596,MPV17
3597,SAP18
3598,FAM114A2
3599,SMAD7
3600,SERPINH1
3601,POLA1
3602,MAPK12
3603,CSAG1
3604,HDAC8
3605,LRP5
3606,SMARCC1
3607,ASPM
3608,LCE3A
3609,LCE2B
3610,OSGEPL1
3611,TNFRSF13C
3612,FZD3
3613,UNC80
3614,HCN4
3615,HCN2
3616,HDAC10
3617,TMEM214
3618,EXD2
3619,DEFB105B
3620,DEFB106B
3621,BLCAP
3622,NNAT
3623,ABCC11
3624,ABCG4
3625,PHF2
3626,ARID5B
3627,NSUN4
3628,MTERF4
3629,SUGCT
3630,MPLKIP
3631,SLC16A7
3632,EMB
3633,PCDHA7
3634,PCDHA9
3635,MPC2
3636,MPC1
3637,SLC51A
3638,SLC51B
3639,STK35
3640,PDLIM1
3641,KIN
3642,METTL22
3643,CPA4
3644,LXN
3645,SLCO5A1
3646,SULF1
3647,SPIC
3648,NIPSNAP3A
3649,LEMD1
3650,C1orf177
3651,CGRRF1
3652,CGREF1
3653,ABI3BP
3654,ABI3
3655,GRID2IP
3656,GRID2
3657,HECA
3658,UNK
3659,ADAT3
3660,ADAT2
3661,VASH1
3662,CCDC23
3663,DEFB104A
3664,DEFB104B
3665,RBFOX1
3666,RBM24
3667,CLCN7
3668,OSTM1
3669,RCCD1
3670,KDM8
3671,SETDB2
3672,PHF11
3673,CT47A5
3674,GPR89A
3675,ZNF280A
3676,ZNF280B
3677,WDR37
3678,PACS2
3679,PRAMEF17
3680,PRAMEF10
3681,ANO10
3682,ATXN10
3683,DDHD2
3684,DDHD1
3685,GTF2IRD2
3686,GTF2IRD2B
3687,MFSD10
3688,SERINC5
3689,MT1G
3690,MT1H
3691,MARVELD2
3692,MARVELD3
3693,ZCCHC12
3694,CDR2L
3695,KLRF1
3696,CLEC2B
3697,ZNF32
3698,FRA10AC1
3699,MTRNR2L12
3700,MTRNR2L8
3701,EXTL3
3702,EXTL1
3703,IRX2
3704,C5orf38
3705,CYP4F22
3706,NIPAL4
3707,CCDC65
3708,DRC1
3709,FRRS1
3710,CYB561
3711,CORO1C
3712,CORO1B
3713,UQCC1
3714,UQCC2
3715,RUNDC3A
3716,FAM171A2
3717,TM2D1
3718,TM2D2
3719,PLA2G5
3720,PLA2G4D
3721,SPAG7
3722,FAM220A
3723,PRLH
3724,PRLHR
3725,MIER1
3726,CDYL
3727,RAI2
3728,NHS
3729,FBXO38
3730,KLF7
3731,SLC35B4
3732,SLC35A3
3733,IGSF6
3734,METTL9
3735,DHRS1
3736,SDPR
3737,GAS2L1
3738,RASL10A
3739,WBP1
3740,WBP2
3741,CISD1
3742,CISD3
3743,PAQR8
3744,EFHC1
3745,TNMD
3746,SCX
3747,TPRX1
3748,TPRXL
3749,GJB1
3750,GJB2
3751,CD200R1
3752,CD200
3753,C3orf38
3754,ZNF654
3755,ZMYND10
3756,LRRC6
3757,ENSG00000253117
3758,HHLA1
3759,SKOR1
3760,LBX1
3761,TATDN2
3762,CCDC174
3763,ARL9
3764,RASL11A
3765,NPM2
3766,NPM3
3767,BFSP2
3768,BFSP1
3769,NALCN
3770,SMYD4
3771,SMYD5
3772,CEP120
3773,SPICE1
3774,PRKD3
3775,PRKD2
3776,PTMS
3777,PTMA
3778,OPALIN
3779,TMEM70
3780,PKD2L1
3781,PKD1L3
3782,LMBR1L
3783,LCN1
3784,RHBDF2
3785,NUDT3
3786,SLC22A1
3787,SPNS3
3788,EVI2A
3789,EVI2B
3790,DUS4L
3791,BCAP29
3792,SPIRE1
3793,FMN2
3794,CTNS
3795,SHPK
3796,NUB1
3797,AIPL1
3798,PNKD
3799,GPA33
3800,ANKRD49
3801,TRIT1
3802,YAE1D1
3803,ORAOV1
3804,PITX1
3805,TBX4
3806,C10orf12
3807,LCORL
3808,SMPDL3A
3809,BRINP1
3810,CLIC3
3811,MAPK15
3812,MYADM
3813,PLLP
3814,HHLA3
3815,HHLA2
3816,GMEB2
3817,GMEB1
3818,SLC26A7
3819,SLC4A2
3820,MARCO
3821,SCGB3A2
3822,REG1A
3823,REG1B
3824,PTCHD2
3825,UBIAD1
3826,ASPHD1
3827,SEZ6L2
3828,RASD2
3829,CD248
3830,FAM73A
3831,FAM73B
3832,GSE1
3833,HMG20A
3834,PIP
3835,AZGP1
3836,MRM1
3837,FTSJ2
3838,ERGIC2
3839,ERGIC3
3840,MID1IP1
3841,THRSP
3842,SLC35D1
3843,SLC35B1
3844,CCDC40
3845,CCDC39
3846,ODF1
3847,SPAG4
3848,TMEM176A
3849,TMEM176B
3850,CCDC136
3851,GKN2
3852,ZBTB7B
3853,CDCP1
3854,SLC15A5
3855,SLC13A5
3856,PLA2G3
3857,PLA2G2D
3858,LGALS7
3859,LGALS7B
3860,DRP2
3861,PRX
3862,KCNK3
3863,KCNK9
3864,PURB
3865,PURA
3866,CD320
3867,TCN2
3868,COLCA2
3869,C11orf53
3870,XIRP1
3871,OXNAD1
3872,SLC6A9
3873,HMGN3
3874,CD27
3875,CD70
3876,CDR2
3877,CDR1
3878,PGLYRP4
3879,PGLYRP3
3880,TMIE
3881,TMC1
3882,GDF15
3883,GFRAL
3884,SLURP1
3885,LYPD6
3886,SLC35B2
3887,SULT4A1
3888,UMOD
3889,B4GALNT2
3890,ABHD12
3891,ABHD6
3892,BCL2
3893,SPRED1
3894,UNC79
3895,BABAM1
3896,RPF1
3897,TMEM179B
3898,CEACAM6
3899,DCK
3900,CPNE3
3901,ALG3
3902,GTPBP3
3903,TMEM147
3904,TAF15
3905,STAG3
3906,TRMU
3907,EEF1B2
3908,PRKAA2
3909,ESYT2
3910,XIAP
3911,P4HA1
3912,LCE2A
3913,APOBEC4
3914,MAPK9
3915,LEPRE1
3916,DPY30
3917,BSG
3918,CSF2
3919,CLCA1
3920,LY96
3921,TRMT5
3922,AP4E1
3923,H3F3A
3924,ABCA13
3925,TNFRSF11A
3926,ADK
3927,PCK1
3928,LCE6A
3929,MAGEA3
3930,GRPEL1
3931,BLK
3932,OSBPL1A
3933,COLGALT2
3934,QARS
3935,PAK4
3936,ESYT1
3937,AFF4
3938,NOMO2
3939,NUDT19
3940,SMC1B
3941,POT1
3942,CLCA2
3943,RAD23A
3944,PIK3R6
3945,COLGALT1
3946,SMARCC2
3947,CHD9
3948,CD68
3949,TNKS
3950,LELP1
3951,SLX4
3952,TNFRSF12A
3953,HOXB3
3954,MYD88
3955,ARL8A
3956,LAGE3
3957,APOBEC3H
3958,FCGR3A
3959,SUPT6H
3960,APOBEC3A
3961,SRSF10
3962,MAPKAPK2
3963,CDK5
3964,SMAD1
3965,IPO8
3966,NOL10
3967,DCAF7
3968,TIMM17A
3969,MCM6
3970,XAGE2B
3971,EFNB2
3972,NUDT7
3973,RNF168
3974,LCE1E
3975,BDNF
3976,TALDO1
3977,ARID1A
3978,HOXA1
3979,NFAM1
3980,MAP2K7
3981,MCRS1
3982,FGF20
3983,IWS1
3984,ENTPD3
3985,ACPP
3986,IFIT1
3987,CDSN
3988,FGF6
3989,SYNGR1
3990,STX16
3991,LCE5A
3992,MLLT1
3993,IRS2
3994,MORF4L1
3995,CYP17A1
3996,WASF2
3997,BAIAP2
3998,KSR2
3999,TCF7
4000,KPNA2
4001,BCAN
4002,TCF7L1
4003,DDX27
4004,CCND3
4005,BCL9
4006,MX1
4007,ATP11B
4008,GOT1
4009,SNX5
4010,SETD1A
4011,HOXD4
4012,GARS
4013,ADAMTS2
4014,MIP
4015,IARS
4016,PIP5K1C
4017,FGF4
4018,NRG1
4019,MYH8
4020,YIPF6
4021,TLE1
4022,ACAN
4023,CMTM4
4024,APOBEC2
4025,LAT
4026,DPM1
4027,ODC1
4028,MYL1
4029,RET
4030,ARHGEF6
4031,NCKAP1
4032,MANBA
4033,MLST8
4034,EAF2
4035,XRCC3
4036,PALB2
4037,CYFIP2
4038,CYP26A1
4039,NFKBIE
4040,PYGO1
4041,IL1B
4042,TIMM17B
4043,LAMB3
4044,HSD3B1
4045,GTSE1
4046,TIMM50
4047,SYCP2
4048,KMT2B
4049,MEAF6
4050,REC8
4051,PRKAB2
4052,RRP12
4053,CYP2C9
4054,BMPR2
4055,SMARCB1
4056,WHSC1
4057,FZD1
4058,ST3GAL1
4059,ROBO1
4060,KARS
4061,ACD
4062,ADAMTS14
4063,RPTOR
4064,MLLT3
4065,TERF2IP
4066,MAFB
4067,DYNLRB1
4068,L1CAM
4069,CAMK2A
4070,SUN1
4071,MT-CO2
4072,EFNB3
4073,LAMA5
4074,SMARCD1
4075,B3GNT3
4076,CDKN2A
4077,BGN
4078,RRP1
4079,PMPCB
4080,NHP2
4081,PRKAG2
4082,ALG5
4083,HES1
4084,STX6
4085,CDK6
4086,TADA3
4087,ATP6V1F
4088,HOXB4
4089,FOXO3
4090,CD14
4091,KMT2E
4092,RPL7L1
4093,ROCK1
4094,KCNAB3
4095,PDHB
4096,GNAT2
4097,DSG3
4098,KIAA0020
4099,GDNF
4100,XAGE1A
4101,SUN2
4102,RAD51AP1
4103,SEC16A
4104,FEN1
4105,CHD1L
4106,WDR48
4107,HK1
4108,EAF1
4109,RBL2
4110,FGF9
4111,IFT122
4112,CEBPD
4113,PPP3CA
4114,STX4
4115,MYH6
4116,PPP3CB
4117,HSD3B2
4118,GNA12
4119,FANCG
4120,FANCL
4121,LPCAT4
4122,HIVEP3
4123,SYCP3
4124,CLSPN
4125,NFATC1
4126,TFG
4127,ULK1
4128,MYL3
4129,CLDN5
4130,LUM
4131,SYNE1
4132,KCNAB1
4133,NCAPG
4134,FLG
4135,ENSG00000269897
4136,HOXC4
4137,ST3GAL2
4138,PPP5C
4139,TSC1
4140,PLEC
4141,SEC16B
4142,E2F3
4143,TPD52
4144,ADAMTS5
4145,USP1
4146,ZAP70
4147,PRKAA1
4148,CAMK2D
4149,NCKAP1L
4150,WASF3
4151,EME2
4152,GFRA1
4153,TAB3
4154,H3F3B
4155,IFNB1
4156,ITGA3
4157,PRMT6
4158,WASF1
4159,ABI2
4160,FANCA
4161,DLGAP5
4162,EPHA2
4163,SAP130
4164,DSG1
4165,OIP5
4166,TTC21B
4167,EP400
4168,DBT
4169,CMTM3
4170,FANCE
4171,CD247
4172,RNF146
4173,MX2
4174,HPRT1
4175,FCGR2A
4176,DSP
4177,MT-ATP6
4178,KIT
4179,TYW1
4180,EHMT1
4181,SYCE2
4182,SETD1B
4183,TERT
4184,SDAD1
4185,MYLK
4186,THBS2
4187,FOXO1
4188,TP53RK
4189,ELMO1
4190,PKP1
4191,DSG4
4192,PRKCG
4193,XRN2
4194,HMGCS1
4195,RSAD2
4196,BMP2
4197,TSC2
4198,PGR
4199,ADAMTS3
4200,AARS
4201,IFIT3
4202,NGDN
4203,MYO1C
4204,DSG2
4205,YAP1
4206,SYNE2
4207,ATP6V0D2
4208,ADSS
4209,TIMM21
4210,ATP5L
4211,BECN1
4212,MSH2
4213,TRMT12
4214,NRIP1
4215,FOXA1
4216,E2F4
4217,CD86
4218,EFNA1
4219,GALNT1
4220,ITGA4
4221,HIST2H3PS2
4222,GALNT2
4223,SYCE3
4224,MAPKAPK3
4225,PKP2
4226,SYCE1
4227,BMI1
4228,INPP5D
4229,DSC2
4230,IGF1R
4231,TRIM46
4232,AEBP2
4233,C14orf142
4234,TNKS2
4235,COX6A2
4236,NCAN
4237,ACTG1
4238,PKP4
4239,CSF2RA
4240,DSC1
4241,SHMT2
4242,SYCP1
4243,FANCC
4244,VIM
4245,PRICKLE1
4246,PCGF6
4247,EME1
4248,HIST1H2BE
4249,SPOP
4250,MAOA
4251,HBEGF
4252,LAMA4
4253,NCL
4254,CACNA1C
4255,VTI1A
4256,MAF1
4257,NRXN2
4258,PDHA1
4259,EZR
4260,MIS18BP1
4261,WDR77
4262,PRR12
4263,TAF3
4264,HDAC9
4265,TRIM5
4266,UBE2T
4267,TPT1
4268,CPD
4269,PRIM1
4270,DSC3
4271,CLDN3
4272,GABARAP
4273,FANCB
4274,FANCF
4275,NRXN1
4276,TRIM68
4277,DOCK1
4278,PRKAB1
4279,HOXA2
4280,CD74
4281,ALDH2
4282,TPRKB
4283,TRIM2
4284,TRIM26
4285,TOMM20
4286,PKP3
4287,TRIM22
4288,CDK12
4289,ORC6
4290,PARD6A
4291,EXOC4
4292,MID1
4293,TPD52L1
4294,MYH11
4295,IP6K2
4296,MYL12A
4297,LAMA2
4298,MEF2D
4299,CHRNA1
4300,CLDN23
4301,ITGA6
4302,RALA
4303,E2F6
4304,ISG20L2
4305,TIMELESS
4306,B4GALT2
4307,B3GNT2
4308,HSPA4L
4309,ARHGEF12
4310,DDX20
4311,TRIM31
4312,BRK1
4313,RIPK2
4314,MYB
4315,NOS3
4316,GNAT1
4317,TNNT2
4318,BAG4
4319,BFAR
4320,EPHB4
4321,MT-ATP8
4322,TEX12
4323,HSPA6
4324,CLDN11
4325,THAP7
4326,ADAMTSL1
4327,DYNC2H1
4328,WDR35
4329,CLDN1
4330,DEK
4331,WBSCR22
4332,TTK
4333,ALOX5
4334,ORC5
4335,DLAT
4336,SEMA5A
4337,ATP1B1
4338,DEFB1
4339,ELP3
4340,PKN1
4341,POLH
4342,RHO
4343,DUT
4344,TRIM6
4345,B4GALT3
4346,ORC3
4347,ALDH3A2
4348,PIAS3
4349,IL10
4350,IFT140
4351,SHMT1
4352,CLDN2
4353,TTN
4354,NRXN3
4355,PNPT1
4356,CLDN7
4357,UPK1A
4358,ERI1
4359,ARPC1B
4360,DYNC2LI1
4361,TRIM17
4362,GCK
4363,ATP4B
4364,CALM1
4365,B3GNT4
4366,TKT
4367,ROCK2
4368,TRIM10
4369,TBC1D8B
4370,PAM16
4371,ADRM1
4372,PIAS1
4373,HECW1
4374,CLDN9
4375,C17orf70
4376,GIMAP8
4377,ATP6V0D1
4378,ZSWIM8
4379,TNNI3
4380,RSPH4A
4381,ADAMTS1
4382,CYP7A1
4383,ADAMTSL5
4384,ASF1A
4385,BAP1
4386,PPP1R12A
4387,HSPA13
4388,MIS18A
4389,PIK3C3
4390,CAV1
4391,CLDN17
4392,EXOC3
4393,GAD1
4394,BMPR1A
4395,ADAMTS9
4396,TBK1
4397,CLDN22
4398,ADAMTS4
4399,GAD2
4400,IL4I1
4401,RHCE
4402,TRIM29
4403,ITGB4
4404,USP22
4405,HSPA14
4406,UGCG
4407,DCAF16
4408,CLDN10
4409,NUSAP1
4410,IFT88
4411,CLDN4
4412,CLDN6
4413,TRIM14
4414,CYP2A6
4415,RRAGA
4416,MBD2
4417,MTR
4418,CSPG4
4419,ZRSR2
4420,NARS
4421,HSPA12B
4422,TCAP
4423,ADAMTS16
4424,MYL6
4425,MEF2A
4426,TRIM45
4427,PRKAG3
4428,SERBP1
4429,CLDN20
4430,ENSG00000273748
4431,CLN6
4432,SEMA5B
4433,ADAMTS18
4434,CUX1
4435,CSF2RB
4436,KDM4B
4437,SPOPL
4438,RRAS
4439,MYO5A
4440,DDA1
4441,ORC4
4442,CYLC2
4443,DNAJC19
4444,IFIT2
4445,LAMC3
4446,PALM2
4447,CTLA4
4448,DCAF6
4449,FGFR1
4450,ZCRB1
4451,CENPW
4452,HOXA3
4453,CLDN16
4454,CLCNKB
4455,FAS
4456,MAPK10
4457,TPI1
4458,EPHB3
4459,SLC6A1
4460,TPST1
4461,SPON2
4462,ACADM
4463,NMD3
4464,MAOB
4465,TBC1D3D
4466,MYH3
4467,TRIM35
4468,BCL2L1
4469,BLOC1S6
4470,GYPA
4471,ARHGEF1
4472,TIMM44
4473,TNNI1
4474,TOMM70A
4475,CCL11
4476,CLDN8
4477,RNASE1
4478,HOXB2
4479,FANCM
4480,TRIM38
4481,CLDN15
4482,CLDN19
4483,GON4L
4484,BLOC1S3
4485,PAK7
4486,ADAMTS13
4487,ADAMTS19
4488,DTNBP1
4489,ORC2
4490,TRIM48
4491,CTH
4492,MAK16
4493,ME1
4494,CALML5
4495,POLA2
4496,MCM10
4497,ADAMTSL2
4498,TRIM62
4499,CLDN18
4500,ADAMTS6
4501,PIP5K1A
4502,DCAF17
4503,RABL2A
4504,MT-CYB
4505,DCAF10
4506,DNAJC9
4507,ASXL1
4508,TRIM8
4509,EPHB6
4510,ADAMTS20
4511,ATP1A4
4512,WDR91
4513,FASLG
4514,BLOC1S4
4515,MYL4
4516,HSPA12A
4517,ADAMTS17
4518,GEMIN4
4519,CACNB3
4520,DCAF5
4521,CACNB2
4522,THSD7A
4523,SPON1
4524,ZMAT5
4525,SLC25A28
4526,MLLT4
4527,SNRNP35
4528,FGF10
4529,RAD52
4530,GDAP1
4531,USP14
4532,WDR19
4533,DPM3
4534,DCAF11
4535,REXO1
4536,ADAMTSL3
4537,FGFR3
4538,PTK6
4539,ATP1B2
4540,SNRNP25
4541,RFX3
4542,RBL1
4543,TIAM1
4544,TRIM3
4545,TNNI2
4546,CACNA1D
4547,VPS54
4548,HSD17B6
4549,CKLF
4550,BLNK
4551,CLDN14
4552,ILK
4553,OAZ1
4554,SOHLH2
4555,DYNLRB2
4556,MCM8
4557,GUK1
4558,JUND
4559,TMOD3
4560,ALG1
4561,ADAMTS8
4562,LHX8
4563,ADAMTS7
4564,PPAP2B
4565,RSF1
4566,ERLIN2
4567,TAF4B
4568,WDR34
4569,MYL12B
4570,CLDN12
4571,TLE3
4572,RNPC3
4573,MLH1
4574,CD79A
4575,HIST1H2BC
4576,PDHA2
4577,SBSPON
4578,RFX2
4579,CAMK2G
4580,ATXN7
4581,ADAMTS15
4582,VPS51
4583,IL13
4584,RIF1
4585,DEFB125
4586,LOC81691
4587,PLXNA1
4588,OAZ2
4589,IFI27
4590,OGDH
4591,FGFR4
4592,ST3GAL4
4593,FGF3
4594,CYP19A1
4595,MAP9
4596,GEMIN5
4597,TADA2B
4598,CHMP2A
4599,PIGC
4600,POFUT2
4601,SLC25A37
4602,GRPEL2
4603,CASK
4604,DDX54
4605,TAF7L
4606,AATF
4607,FGF22
4608,MYBPC1
4609,ADAMTS10
4610,CA8
4611,WDR60
4612,KDM6B
4613,FDFT1
4614,TBC1D32
4615,GEMIN2
4616,MYBPC3
4617,RABL2B
4618,SNRNP48
4619,SDHB
4620,ARID4B
4621,THSD1
4622,IFT52
4623,ADAMTSL4
4624,APELA
4625,PIK3R5
4626,DEFA5
4627,SQSTM1
4628,UBD
4629,CSPG5
4630,OAZ3
4631,DEFB121
4632,YY1AP1
4633,DDX24
4634,MYLPF
4635,G6PD
4636,DES
4637,ATP1B3
4638,ANG
4639,CRCP
4640,CHMP4B
4641,MMP2
4642,RHAG
4643,PIP5K1B
4644,THSD7B
4645,DEFB133
4646,GMPS
4647,SOS2
4648,PMPCA
4649,SNAI2
4650,PPAP2C
4651,ENSG00000274611
4652,THSD4
4653,NRG2
4654,SLC6A13
4655,TPST2
4656,TYROBP
4657,CLCNKA
4658,DCAF4
4659,ADAMTS12
4660,FKBP4
4661,MYBPC2
4662,PALMD
4663,VPS52
4664,TNNT3
4665,SNAI1
4666,PLXNA3
4667,CYLC1
4668,TAF1L
4669,CHMP6
4670,PPP3R1
4671,KIF17
4672,ALG12
4673,DUX4L5
4674,PYGO2
4675,TLE4
4676,KAT8
4677,GEMIN6
4678,DEFA3
4679,FRG1
4680,PIGP
4681,IFITM1
4682,DLG3
4683,HIST1H2BI
4684,GEMIN7
4685,ADAR
4686,RRAGC
4687,COX4I1
4688,DLG1
4689,SPHK1
4690,PDCD7
4691,BMPR1B
4692,IFT20
4693,GRWD1
4694,TIPIN
4695,FOXM1
4696,CMPK2
4697,GEMIN8
4698,HOOK3
4699,IL6ST
4700,IFI6
4701,DEFB110
4702,BID
4703,CHMP4A
4704,ZNF91
4705,MYO6
4706,TCF3
4707,CHMP4C
4708,RNASEL
4709,PTGS2
4710,TMOD4
4711,NTRK2
4712,RSRC1
4713,UTP23
4714,GCC2
4715,IFT57
4716,PIGA
4717,DEFB108B
4718,MTRNR2L4
4719,RFPL3
4720,SLC5A8
4721,LEPROT
4722,CD79B
4723,TNNC2
4724,DEFB114
4725,IFT172
4726,RAD9B
4727,IFNG
4728,HIST1H2BF
4729,ISG20
4730,SREBF2
4731,LRAT
4732,DPPA5
4733,B3GALTL
4734,GIT2
4735,GRIN2B
4736,KLRF2
4737,CHMP2B
4738,RRP8
4739,PRKCI
4740,SLIT2
4741,RSPH6A
4742,XAF1
4743,NT5C2
4744,DEFB136
4745,DEFB131
4746,DEFB127
4747,GIMAP5
4748,SUV39H1
4749,NEB
4750,BCL9L
4751,ADSSL1
4752,GNL2
4753,TCTEX1D2
4754,NOC3L
4755,AKR1D1
4756,CASP2
4757,EXOC2
4758,TMOD1
4759,PRM1
4760,CHMP7
4761,TMOD2
4762,POLR3B
4763,TNNT1
4764,MBOAT2
4765,IFI35
4766,SARS
4767,GLUD1
4768,STS
4769,ELP4
4770,CDC37
4771,ARL1
4772,CACNA2D2
4773,FGF16
4774,ST3GAL6
4775,GABARAPL2
4776,IFT46
4777,SLC6A18
4778,TRAF3IP1
4779,WWTR1
4780,PLXNA4
4781,EREG
4782,YARS2
4783,WAS
4784,MECOM
4785,SMAD5
4786,TNNC1
4787,DEFB115
4788,DEFB118
4789,NT5M
4790,IKBKAP
4791,FAM110C
4792,ITK
4793,POLR3A
4794,WNT4
4795,DEFB113
4796,NUDT16
4797,NRP1
4798,C1GALT1C1
4799,CLUAP1
4800,EXOC7
4801,DEFB134
4802,HSPB4
4803,HDAC11
4804,TCTE3
4805,PRIM2
4806,TTC26
4807,CASP10
4808,DOK1
4809,MYL6B
4810,LRRC8E
4811,THAP4
4812,SPO11
4813,KDM4A
4814,TSG101
4815,IFT81
4816,HK3
4817,NOMO1
4818,CLEC2D
4819,MAVS
4820,CDC25C
4821,TLE2
4822,BCKDHB
4823,DEFB135
4824,MAPK13
4825,ATG13
4826,ST3GAL3
4827,DEFB126
4828,ACSS2
4829,EXOC8
4830,FKBP1A
4831,FGF18
4832,DEFB123
4833,TUBA1B
4834,PRC1
4835,TTC30A
4836,DEFB124
4837,DEFB132
4838,DEFB116
4839,GLUD2
4840,PUM1
4841,RRM2B
4842,DDC
4843,PPA1
4844,CLINT1
4845,IFT27
4846,NOL12
4847,RHNO1
4848,TUBB2A
4849,SLC6A19
4850,SH3D19
4851,SMPD1
4852,MFAP1
4853,DEFB129
4854,UMPS
4855,TUBB2B
4856,ABAT
4857,FMOD
4858,CDT1
4859,GFRA3
4860,IFT22
4861,MAP3K5
4862,ELP2
4863,TCTEX1D1
4864,H2AFY
4865,VTN
4866,TTC30B
4867,NT5C
4868,HIST1H2AB
4869,HK2
4870,WDTC1
4871,ELP5
4872,AP1G2
4873,FGF19
4874,GNL3
4875,E2F2
4876,FAM110B
4877,EXOC5
4878,ACVR2A
4879,IFT43
4880,HIST1H2AL
4881,UTRN
4882,FAM168B
4883,PGM2
4884,LDB1
4885,OMD
4886,PIGH
4887,DEFB112
4888,NME1
4889,DEFB119
4890,POLR3C
4891,KIAA0101
4892,HSF1
